ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0001822	kidney development	137/4549	323/18860	0.424148606811146	1.7585057648842	7.75216003933779	2.34153614019369e-13	9.86411124658928e-11	6.82249688005909e-11	ACE/ADAMTS1/AGTR1/AGTR2/ALDH1A2/AMER1/ANGPT1/AQP1/AQP11/ARG2/BASP1/BMP2/BMP6/BMP7/BMPER/CALB1/CAT/CC2D2A/CD24/CD34/CDKN1C/CENPF/CFLAR/COL4A3/COL4A4/CTSH/CYP26A1/DCHS1/DLG1/DLG5/DLL1/EDN1/EDNRA/EDNRB/EGR1/ENPEP/EPHA7/EZH2/FADD/FGF2/FOXD1/FOXJ1/GCNT3/GCNT4/GDNF/GFRA1/GLI2/GPR4/GREM1/HELLS/HES1/HEYL/HMGCS2/HNF1B/HOXA11/HOXB7/HOXC11/HOXD11/HPGD/HS3ST3A1/HYAL2/ID2/IL6R/IRX2/ITGA8/JAG1/KANK2/KCNJ8/KIF26B/KLF15/LAMB2/LGR4/LIF/LRP2/LRP4/LRRK2/MEF2C/MME/MMP17/MMP9/NDUFS6/NLE1/NOTCH3/NPNT/NRP1/NUP107/NUP85/ODC1/OSR1/OSR2/OVOL1/PDGFB/PECAM1/PLCE1/PLXND1/PODXL/PRKX/PTPRO/RARA/RDH10/ROBO2/SALL1/SDC4/SERPINB7/SGPL1/SIX1/SIX2/SIX4/SLC22A1/SLIT2/SMAD6/SMAD7/SMO/SOX11/SOX17/SOX4/SOX9/SPRY1/STRA6/SULF1/SULF2/TACSTD2/TBC1D32/TCF21/TEK/TFAP2A/TFAP2B/TGFB2/TIPARP/TNS2/TP73/VANGL2/WFS1/WNT5A/WNT6/WNT7B/ZBTB16	137
BP	GO:0006260	DNA replication	126/4549	290/18860	0.43448275862069	1.80135080843838	7.75350433950378	2.71904813545818e-13	1.07385407299751e-10	7.42729464369892e-11	ACTL6A/ACVRL1/AGER/ATAD5/ATR/BARD1/BLM/BRCA1/BRCA2/CACYBP/CARM1/CCNA2/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDC7/CDK1/CDK2/CDK2AP1/CDT1/CENPX/CHAF1A/CHAF1B/CHEK1/CHTF18/DACH1/DBF4/DBF4B/DDX11/DNA2/DNAJA3/DNAJC2/DONSON/DSCC1/DTL/E2F7/E2F8/EGFR/EME1/ESCO2/EXO1/FAM111B/FBXO5/FEN1/GEN1/GINS1/GINS2/GINS3/GINS4/GLI2/GMNN/GTPBP4/HLTF/INO80B/JADE1/KCTD13/KMT5A/LIG1/LIG3/MCIDAS/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MGME1/MMS22L/NFIX/NPM2/NT5M/ORC1/ORC5/ORC6/PARP1/PCLAF/PCNA/POLA2/POLB/POLD1/POLD2/POLE/POLE2/POLE3/POLG2/POLQ/PRIM1/PRIM2/PRKDC/PTK6/RAD51/RBBP8/RECQL4/RFC2/RFC3/RFC4/RFC5/RFWD3/RMI1/RMI2/RNF126/RPA3/RRM1/RUVBL1/S100A11/SAMHD1/SENP2/SLFN11/SSRP1/STRA8/TICRR/TIMELESS/TIPIN/TK1/TONSL/TOP1MT/TOPBP1/TRAIP/TWNK/WDHD1/WDR18/ZRANB3	126
BP	GO:0050673	epithelial cell proliferation	191/4549	496/18860	0.38508064516129	1.59653131847482	7.59054140310518	3.79296084670842e-13	1.40986585825591e-10	9.75131482076369e-11	ACVRL1/AGTR1/ALDH1A2/ALOX5/ANG/APELA/APLN/APLNR/APOH/AQP11/AR/AREG/ATOH8/B2M/BAK1/BCL11B/BID/BMP5/BMP6/BMPER/BMPR2/BRCA2/BTK/C5AR1/CASK/CAV1/CAV2/CCL2/CCL24/CCL26/CD109/CD34/CDH3/CDK4/CDK6/CDKN1C/CDKN2A/CFLAR/CLDN1/CLDN18/COL4A3/CRNN/CXCL12/DAB2/DACH1/DLG1/DLL4/DLX5/DLX6/DRD2/DSC1/EDNRB/EGF/EGFL7/EGFR/EGR3/ENG/EPPK1/FABP7/FAM3C/FAP/FERMT1/FGF2/FGF7/FGFBP1/FLT1/FLT4/FST/FUT2/FZD7/GATA2/GATA6/GPBAR1/HES1/HGF/HLX/HMGA2/HMGB2/HMOX1/HNF1B/HOXA5/HPN/HRAS/ID2/IFT57/IGFBP3/IGFBP5/IL6/IQGAP3/IRF6/ISL1/JAG1/JAML/JCAD/JUN/KDF1/KDM5B/KDR/KLF9/KLK8/LEP/LGR4/LIMS2/LIPA/LOXL2/MARVELD3/MDK/MEF2C/MMP12/MMP14/MMRN2/MYCN/NCF1/NFKBIZ/NGFR/NKX2-3/NKX2-5/NKX6-1/NME1/NME2/NR4A1/NR4A3/NRARP/NRP1/NUPR1/OSR1/OSR2/OVOL1/OVOL3/PDCD10/PDCD6/PDGFB/PHB2/PLXNB3/PPARG/PPP1R16B/PRKD1/PRKDC/PRKX/PROK2/PTPRM/PTPRN/RAP1GAP/RASGRF1/RGCC/RUNX2/SAAL1/SCG2/SDR16C5/SEMA5A/SERPINB5/SFN/SFRP2/SIDT2/SIX1/SIX4/SLURP1/SMO/SNAI2/SOX11/SOX9/STAT5A/SULF1/SULF2/TACSTD2/TBX1/TBX2/TEK/TFAP2C/TGFA/TGFB2/TGFBR3/THBS1/TIE1/TNFSF11/TNFSF12/TP63/UHRF1/VASH1/VSTM4/WDR77/WNT10B/WNT16/WNT2/WNT3A/WNT5A/WNT7A/ZEB1/ZEB2/ZFP36/ZNF703	191
BP	GO:0051216	cartilage development	100/4549	216/18860	0.462962962962963	1.91942877148417	7.66227484749511	7.61453716729569e-13	2.65596154733099e-10	1.83699158669648e-10	ACVRL1/ADAMTS12/ADGRG6/AXIN2/BARX2/BMP2/BMP5/BMP6/BMP7/BMP8A/BMP8B/BMPR2/CCN1/CCN2/CCN4/COL11A1/COL11A2/COL1A1/COL27A1/COL2A1/COL3A1/CSGALNACT1/CYTL1/DLX2/EDN1/EFEMP1/EPYC/FGF18/FGF2/FGFR3/FRZB/GALNT3/GREM1/HMGA2/HOXA11/HOXA5/HOXB3/HOXC4/HOXD3/HYAL1/HYAL2/ITGB8/KAT2A/LEP/LOXL2/MATN3/MDK/MEF2C/MGP/MMP13/MSX2/MYCN/NFATC2/NKX3-2/NPPC/NR5A2/OGN/OSR1/OSR2/PAX7/PITX1/PKDCC/POC1A/PRKG2/PTH1R/PTHLH/RARA/RARG/RFLNA/RFLNB/RSPO2/RUNX2/SATB2/SCX/SERPINH1/SFRP2/SHOX2/SIX2/SMAD7/SMPD3/SNAI1/SNAI2/SNORC/SOX9/SULF1/SULF2/TAPT1/TGFB2/TGFBR2/THRA/TRPS1/TRPV4/TSKU/WNT10B/WNT5A/WNT5B/WNT7A/WNT7B/ZBTB16/ZEB1	100
BP	GO:0048732	gland development	177/4549	454/18860	0.389867841409692	1.61637887205689	7.49511445459995	7.98595812617327e-13	2.65596154733099e-10	1.83699158669648e-10	ABCB1/ADA/ALDH1A2/ALOX15B/APLN/AR/AREG/ATP2C2/AURKA/BCL11B/BMP2/BMP7/BRCA2/CA3/CAD/CAV1/CCDC40/CCNB2/CDH1/CDK5RAP3/CDKN1C/CDKN2A/CDO1/CEBPG/CFLAR/CGA/CITED2/CLCN2/CLDN1/COBL/CRIP1/CRKL/CSF1/CSF1R/DDR1/DNAAF1/DRD2/E2F7/E2F8/EDAR/EDN1/EDNRA/EGF/EGFR/ELF5/EPHB3/EZH2/FADD/FGF2/FGF7/FKBP4/FOXE1/FOXF1/FOXI3/FOXN1/FRZB/GATA2/GATA6/GLI2/HES1/HGF/HK2/HLX/HMGA2/HMGCS2/HNF1B/HOXA10/HOXA11/HOXA13/HOXA5/HOXA9/HOXB13/HOXB3/HOXB9/HOXD13/HOXD3/HOXD9/HPN/ID2/ID4/IGFBP5/IGSF3/IL6/IQGAP3/IRF6/ISL1/ITGA2/JARID2/JUN/KDM5B/LAMA1/LBH/LEF1/LIMS2/LIPA/LMO4/LSR/MDK/MESP1/MSX2/NEURL1/NKX2-1/NKX2-3/NKX2-5/NME1/NOTCH4/NR0B1/NR5A1/NR5A2/NRP1/NTN1/NTN4/OTP/PCNA/PERP/PHB2/PITX1/PITX2/PLAG1/PLXND1/PNPT1/POLB/PRDX2/RAG1/RAP1A/RAP1GAP/RARA/RARG/RHBDD3/RXFP1/SALL1/SCRIB/SERPINB5/SERPINE2/SIX1/SIX3/SIX4/SLC22A4/SLC46A2/SLC7A5/SMARCB1/SMO/SNAI2/SOCS2/SOX2/SOX9/SRD5A1/STAT5A/STRA6/SULF1/SULF2/TBX1/TBX2/TCF21/TFAP2C/TG/TGFA/TGFB2/TGFBR2/TGFBR3/TGM2/THRA/TNC/TNFSF11/TP63/UGT1A10/UGT1A7/UGT1A8/WDR77/WNT10A/WNT2/WNT3/WNT3A/WNT5A/WNT7B/XDH/ZNF703	177
BP	GO:0030595	leukocyte chemotaxis	107/4549	237/18860	0.451476793248945	1.87180750069798	7.61469057545836	8.99983164586384e-13	2.7080921985816e-10	1.87304766885347e-10	AIF1/ALOX5/ANO6/ARHGEF5/BST1/C1QBP/C3/C3AR1/C5/C5AR1/C5AR2/CCL13/CCL2/CCL21/CCL23/CCL24/CCL26/CCL3/CCL4/CCL7/CCR1/CCR2/CD74/CH25H/CHGA/CMKLR1/CSF1/CSF1R/CSF3R/CTSG/CX3CL1/CX3CR1/CXCL10/CXCL12/CXCL13/CXCL16/CXCL17/CXCL3/CXCL5/CXCL6/CXCR1/CXCR2/DAPK2/DPP4/DUSP1/EDN1/EDN2/EDNRB/F2RL1/FCER1G/FFAR2/FLT1/FPR2/GAS6/GPSM3/GREM1/IL16/IL1B/IL23A/IL6/IL6R/ITGA1/ITGA9/ITGB2/JAM3/JAML/LBP/LGALS3/MDK/MMP28/MPP1/NCKAP1L/NEDD9/NUP85/PDGFB/PERP/PF4/PGF/PIK3CG/PLA2G1B/PPBP/PREX1/PTPRO/RARRES2/RIN3/RIPOR2/RPS19/S100A14/S100A7/S100A9/S1PR1/SAA1/SCG2/SFTPD/SLIT2/SPI1/TGFB2/THBS1/TNFSF11/TNFSF14/TNFSF18/TREM1/TRPM2/TRPV4/VEGFD/WNT5A/XCL1	107
BP	GO:0097529	myeloid leukocyte migration	107/4549	237/18860	0.451476793248945	1.87180750069798	7.61469057545836	8.99983164586384e-13	2.7080921985816e-10	1.87304766885347e-10	AGER/AIF1/ANO6/ARHGEF5/BST1/C1QBP/C3AR1/C5/C5AR1/C5AR2/CCL13/CCL2/CCL21/CCL23/CCL24/CCL26/CCL3/CCL4/CCL7/CCR1/CCR2/CD177/CD47/CD74/CD81/CD9/CHGA/CMKLR1/CSF1/CSF1R/CSF3R/CTSG/CX3CL1/CX3CR1/CXCL10/CXCL12/CXCL13/CXCL17/CXCL3/CXCL5/CXCL6/CXCR1/CXCR2/DAPK2/DPP4/DUSP1/EDN1/EDN2/EDNRB/EMP2/FCER1G/FLT1/FPR2/GREM1/IL1B/IL1R1/IL23A/IL6/IL6R/ITGA1/ITGA9/ITGB2/JAM3/JAML/LBP/LGALS3/MDK/MMP14/MMP28/MPP1/NCKAP1L/NUP85/P2RY12/PDGFB/PECAM1/PERP/PF4/PGF/PIK3CG/PLA2G1B/PPBP/PREX1/PTGER4/PTPRO/RAC3/RARRES2/RIN3/RIPOR2/RPS19/S100A14/S100A7/S100A9/SAA1/SCG2/SFTPD/SLIT2/SPI1/TGFB2/THBS1/TNFSF11/TNFSF18/TREM1/TREM2/TRPV4/VEGFD/XCL1/XG	107
BP	GO:0001763	morphogenesis of a branching structure	99/4549	214/18860	0.462616822429907	1.91799368455222	7.61440632091088	1.04749684520795e-12	2.90962463331867e-10	2.01243725731739e-10	ADM/AGTR2/AR/AREG/BCL11A/BMP2/BMP7/COL13A1/CSF1/CTSH/DCHS1/DDR1/DLG1/DLG5/DLL4/DLX2/DRD2/EDN1/EDNRA/EGF/ENG/EPHA7/FGF2/FGF7/FKBPL/FOXD1/FOXF1/FZD5/GDNF/GLI2/GREM1/GRHL2/HGF/HHIP/HMGA2/HNF1B/HOXA11/HOXA13/HOXA5/HOXB13/HOXB7/HOXD11/HOXD13/HS3ST3A1/KDM5B/KDR/LAMA1/LEF1/LGR4/LRRK2/MAP3K13/MDK/MMP14/MSX2/MYCN/NKX2-1/NOTCH4/NPNT/NRARP/NRP1/NTN4/PAK1/PHB2/PITX2/PLXND1/RASIP1/RDH10/RSPO2/RSPO3/SALL1/SEMA3E/SFRP2/SHOX2/SIX1/SIX2/SIX4/SLIT2/SMO/SNAI2/SOCS3/SOX9/SPINT2/SPRY1/ST14/SULF1/TACSTD2/TBX2/TCF21/TFAP2C/TGFBR2/TGM2/TIE1/TIMELESS/TNC/TP63/VANGL2/WNT2/WNT5A/WNT6	99
BP	GO:0060562	epithelial tube morphogenesis	142/4549	344/18860	0.412790697674419	1.71141625810937	7.50778330141765	1.05904995357382e-12	2.90962463331867e-10	2.01243725731739e-10	ACVRL1/ADAMTS12/ADM/AGTR2/ALX1/APLNR/AR/AREG/ASB2/BMP2/BMP5/BMP7/CC2D2A/CCDC40/CITED2/COBL/CSF1/CSF1R/CTHRC1/CTSH/CXCL10/DCHS1/DDR1/DLC1/DLG1/DLG5/DLL1/DLL4/DNAAF1/EDN1/EDNRA/EGF/ENG/EPHA7/FGF2/FKBPL/FOLR1/FOXD1/FOXF1/FOXP1/FZD6/GDNF/GLI2/GREM1/GRHL2/GRHL3/HES1/HHIP/HMGA2/HNF1B/HOXA11/HOXA5/HOXB7/HOXD11/HS3ST3A1/IFT57/IRX2/ITGAX/KAT2A/KDM5B/KDR/KIF20B/KIF26B/LAMA1/LEF1/LGR4/LHX2/LMO4/LRP2/MDK/MEF2C/MESP1/MICAL2/MMP14/MMRN2/MSX2/MTHFD1L/MTHFR/MYCN/NKX2-1/NKX2-5/NOTCH4/NPNT/NRARP/NRP1/NTN1/OPA1/OSR1/PAK1/PERP/PHB2/PITX2/PLXND1/PODXL/PRICKLE1/PRKX/RARA/RARG/RASIP1/RDH10/RGMA/RHOB/RNF207/RPS7/RSPO2/RYR2/SALL1/SALL4/SCRIB/SDC4/SEMA3E/SEMA4C/SFRP2/SIX1/SIX2/SIX4/SLIT2/SMO/SOX17/SOX18/SOX9/SPINT2/SPRY1/ST14/STARD13/STIL/TACSTD2/TBX2/TCF21/TFAP2C/TGFB2/TGFBR2/TIE1/TIMELESS/TNC/TWIST1/VANGL2/WNT2/WNT3A/WNT5A/WNT6/ZEB2	142
BP	GO:0048705	skeletal system morphogenesis	105/4549	232/18860	0.452586206896552	1.87640709212332	7.57267065041389	1.2134975163508e-12	3.19503783575862e-10	2.20984284556514e-10	ACP5/ALPL/ALX1/ATG9B/AXIN2/BARX2/BMP6/BMP7/BMPR2/CCN2/CDX1/CITED2/COL11A1/COL13A1/COL1A1/COL27A1/COL2A1/COL3A1/CSGALNACT1/CSRNP1/DLG1/DLX2/DLX5/EIF4A3/FBN2/FGF18/FGFR3/FGR/FLVCR1/FREM1/GALNT3/GREM1/GRHL2/GSC/HHIP/HOXA1/HOXA11/HOXA5/HOXA9/HOXB3/HOXB7/HOXB8/HOXB9/HOXC11/HOXC4/HOXC8/HOXC9/HOXD10/HOXD11/HOXD3/HOXD4/HOXD8/HOXD9/HYAL1/HYAL2/IFT140/MDFI/MEF2C/MGP/MMP13/MMP14/MSX2/MTHFD1L/MYCN/NDST1/NKX3-2/NLE1/NPPC/OSR1/OSR2/P2RX7/POC1A/RARA/RARG/RDH10/RFLNA/RFLNB/RUNX2/SATB2/SCX/SERPINH1/SGPL1/SHOX2/SIX1/SIX2/SIX4/SMPD3/SOX11/SOX9/TBX1/TBX15/TBX4/TCF15/TFAP2A/TGFB2/TGFBR2/THRA/TIPARP/TMEM119/TRPV4/TSKU/TWIST1/WNT10B/WNT7A/ZEB1	105
BP	GO:0003002	regionalization	172/4549	440/18860	0.390909090909091	1.62069585723136	7.42750033162655	1.29176966272561e-12	3.26507699950524e-10	2.2582853219523e-10	ACVRL1/ADGRG1/ALDH1A2/ALX1/APLNR/AR/ARC/ASB2/AURKA/AXIN2/BARX1/BASP1/BMP2/BMPR2/BTG2/C1QA/C3/CC2D2A/CCDC40/CDX1/CELSR2/CFAP45/CFAP52/CFAP53/CITED2/COBL/CRKL/DAAM2/DAW1/DDIT3/DISP1/DKK1/DLL1/DLL3/DLL4/DLX1/DLX2/DMRT2/DMRT3/DMRTA2/DNAAF1/DNAAF3/DNAH5/DNAI1/DNAI2/DRC1/EDN1/EGR2/EN1/ENG/ENKUR/EPB41L5/FEZF1/FGF2/FOLR1/FOXA2/FOXD1/FOXF1/FOXJ1/FZD5/GATA5/GDNF/GLI2/GREM1/GSC/HES1/HES2/HES4/HES6/HEY1/HEYL/HHIP/HNF1B/HOXA10/HOXA11/HOXA5/HOXA9/HOXB3/HOXB7/HOXB8/HOXB9/HOXC10/HOXC11/HOXC13/HOXC4/HOXC6/HOXC8/HOXC9/HOXD10/HOXD11/HOXD13/HOXD3/HOXD4/HOXD8/HOXD9/IFT140/IFT57/IRX2/ISL1/ITGAM/KAT2A/LEF1/LHX2/LMX1B/LRP2/LRP4/MDFI/MEF2C/MEOX2/MESP1/MESP2/MICAL2/MSGN1/MSX2/NKD1/NKX2-1/NKX2-5/NKX3-2/NLE1/NOMO1/NRARP/NRP1/NTF4/OSR1/OTX1/OTX2/PALB2/PAX7/PGAP1/PITX2/PLD6/PRICKLE1/PRKDC/RARG/RNF207/ROBO2/SEMA3F/SFRP2/SIX1/SIX2/SIX3/SMAD6/SMO/SNAI1/SOX17/SOX18/SP8/SPRY1/STIL/TBC1D32/TBX1/TBX18/TBX2/TBX6/TCF15/TDRD5/TGFBR2/TIGD5/TLL1/TLL2/TP63/VANGL2/VAX2/WNT2/WNT3/WNT3A/WNT5A/WNT7A/WNT7B/XRCC2/ZBTB16/ZEB2	172
BP	GO:0071621	granulocyte chemotaxis	64/4549	121/18860	0.528925619834711	2.19290771380142	7.42178952968768	7.94662884626605e-12	1.93133644921366e-09	1.33580578824683e-09	BST1/C1QBP/C3AR1/C5AR1/C5AR2/CCL13/CCL2/CCL21/CCL24/CCL26/CCL3/CCL4/CCL7/CD74/CMKLR1/CSF1/CSF1R/CSF3R/CX3CL1/CXCL10/CXCL13/CXCL17/CXCL3/CXCL5/CXCL6/CXCR1/CXCR2/DAPK2/DPP4/EDN1/EDN2/FCER1G/IL1B/IL23A/ITGA1/ITGA9/ITGB2/JAM3/JAML/LBP/LGALS3/MDK/MPP1/NCKAP1L/PERP/PF4/PIK3CG/PLA2G1B/PPBP/PREX1/RARRES2/RIPOR2/S100A14/S100A7/S100A9/SAA1/SCG2/SLIT2/TGFB2/THBS1/TNFSF18/TREM1/TRPV4/XCL1	64
BP	GO:0002697	regulation of immune effector process	163/4549	421/18860	0.387173396674584	1.60520779540177	7.08042271850613	1.2353404693735e-11	2.89115423184116e-09	1.9996622334654e-09	A2M/ACP5/ADORA2B/AGER/ANGPT1/ARRB2/ASCL2/ATAD5/AXL/B2M/BTK/C17orf99/C1QBP/C3/C4BPA/C4BPB/CADM1/CCR2/CD177/CD1C/CD1E/CD22/CD244/CD36/CD37/CD40LG/CD55/CD69/CD74/CD81/CD86/CLC/CLU/COLEC10/COLEC11/CR1/CRTAM/CX3CR1/CXCL6/DNASE1L3/EPHB2/EXOSC3/F2RL1/FADD/FCER1G/FCGR1A/FCN1/FCN3/FES/FFAR2/FGL2/FGR/FOXF1/FOXJ1/FOXP3/FZD5/GAB2/GALNT2/GATA2/GPI/GPR65/HAVCR2/HLA-DMB/HLA-DRA/HLA-DRB1/HLA-E/HLX/HMCES/HSPD1/ICAM1/IL12RB1/IL18R1/IL18RAP/IL1B/IL1R1/IL20RB/IL23A/IL33/IL4I1/IL6/IL7R/INAVA/INPP5D/IRAK3/ITGAM/ITGB2/JUNB/KLRB1/KMT5C/LAPTM5/LBP/LEP/LGALS3/LILRB1/MAD2L2/MASP1/MSH2/MZB1/NCF1/NCKAP1L/NCR3/NECTIN4/NFKBIZ/NLRP3/NOD1/NR4A3/NSD2/OPA1/P2RX7/PGC/PGLYRP3/PHB2/PKP3/PLA2G5/PMS2/POMC/PRAM1/PRKCZ/PTPRC/RAET1G/RAET1L/RARA/RASGRP4/RBP4/RPS19/RSAD2/S100A9/SASH3/SCIMP/SECTM1/SERPINB4/SERPING1/SLC7A5/SMAD7/SPI1/SPINK5/SPN/STAT5A/STXBP1/SUSD4/TBX21/TFRC/TGFB2/TLR3/TLR4/TLR7/TNFRSF1B/TNFSF13/TNFSF18/TNFSF4/TREM2/TWIST1/TYROBP/ULBP2/ULBP3/UNC13D/USP5/VSIG4/WAS/WNT5A/XCL1/YWHAG/ZP3	163
BP	GO:0008037	cell recognition	82/4549	172/18860	0.476744186046512	1.97656525584463	7.25381353456458	1.32974549417891e-11	3.00095063489876e-09	2.07560274128979e-09	ALDOA/AMIGO1/ATP8B3/C2/C3/C4A/C4B/C4BPA/C4BPB/CADM1/CCL21/CCT2/CCT3/CCT4/CCT5/CCT7/CD36/CD81/CD9/CDK5R1/CLGN/CNR1/CNTN6/CNTNAP2/CNTNAP3/COLEC10/COLEC11/COLEC12/CRTAC1/CRTAM/DCST2/DLG1/DOCK2/DOCK8/EPHB1/EPHB2/EPHB3/FCGR1A/FCN1/FCN3/FETUB/FOLR1/FOLR2/FOLR3/FUT3/GAP43/HAVCR2/IGLON5/IGSF9/LBP/LGALS3/LY6K/MASP1/MEGF10/NCAM2/NCR3/NEDD9/NEXN/NRCAM/NRP1/NTM/PAEP/PCDH12/PEAR1/PECAM1/PLA2G5/PLXND1/PRF1/PTX3/ROBO2/ROBO4/SEMA5A/SFTPA1/SPA17/TCP1/TEX101/TNFRSF21/TREM2/VCAN/VDAC2/YWHAZ/ZP3	82
BP	GO:0061138	morphogenesis of a branching epithelium	91/4549	199/18860	0.457286432160804	1.89589406694939	7.16305111177619	1.88514445612395e-11	4.10766476491283e-09	2.84105981191529e-09	ADM/AGTR2/AR/AREG/BMP2/BMP7/CSF1/CTSH/DCHS1/DDR1/DLG1/DLG5/DLL4/EDN1/EDNRA/EGF/ENG/FGF2/FGF7/FKBPL/FOXD1/FOXF1/FZD5/GDNF/GLI2/GREM1/GRHL2/HGF/HHIP/HMGA2/HNF1B/HOXA11/HOXA13/HOXA5/HOXB13/HOXB7/HOXD11/HOXD13/HS3ST3A1/KDM5B/KDR/LAMA1/LEF1/LGR4/MDK/MMP14/MSX2/MYCN/NKX2-1/NOTCH4/NPNT/NRARP/NRP1/NTN4/PAK1/PHB2/PITX2/PLXND1/RASIP1/RDH10/RSPO2/RSPO3/SALL1/SEMA3E/SFRP2/SIX1/SIX2/SIX4/SLIT2/SMO/SNAI2/SOCS3/SOX9/SPINT2/SPRY1/ST14/SULF1/TACSTD2/TBX2/TCF21/TFAP2C/TGFBR2/TGM2/TIE1/TIMELESS/TNC/TP63/VANGL2/WNT2/WNT5A/WNT6	91
BP	GO:0060537	muscle tissue development	171/4549	453/18860	0.377483443708609	1.56503357844457	6.86300254931754	4.33467596034206e-11	9.13027246446716e-09	6.31493845169833e-09	ABCC9/ADAMTS9/AKAP13/AKAP6/ALDH1A2/ALPK2/ALPK3/ANKRD1/ARRB2/ASB2/ATF3/B4GALNT2/BARX2/BMP2/BMP5/BMP7/BTG2/CACYBP/CAV1/CAV2/CCNB1/CDK1/CENPF/CFL2/CFLAR/CITED2/COL11A1/COL14A1/COL3A1/CSRP1/CSRP2/DIPK2A/DKK1/DLG1/DLL1/DLL4/DMRTA2/DSG2/DSP/EDN1/EDNRA/EGR1/EGR2/ELN/ENG/EPHB1/ERO1A/EYA2/FER1L6/FES/FGF2/FHL2/FHOD3/FOS/FOXL2/FOXP1/FZD7/G6PD/GATA5/GATA6/GJA5/GJB6/GPC1/GREM1/GTF3C5/HEG1/HEY1/HEYL/HLF/HLX/HOPX/HOXD10/HOXD9/HSD17B1/ID2/IGFBP5/ISL1/ITGA8/JARID2/JPH2/KAT2A/KCNJ8/KCNK2/KDM6B/KEL/KLF5/LEF1/LRP2/MAFF/MEF2C/MEGF10/MEOX2/MESP1/MSC/MSX2/MYH10/MYH11/MYL6B/MYLK/MYOD1/MYOZ1/NEB/NEBL/NEURL1/NKX2-5/NLN/NOX4/NR4A1/NUPR1/OSR1/PAK1/PARP2/PAX7/PGM5/PI16/PITX1/PITX2/PKP2/PLN/POPDC3/PPIF/PPP1R13L/PRICKLE1/PRKG1/PRMT1/RARA/RBP4/RCAN1/RGS2/RYR1/RYR2/S1PR1/SCX/SGCD/SGCG/SHOX2/SIX1/SIX4/SLC8A1/SMAD7/SMO/SORBS2/SOX11/SOX15/SOX9/SRPK3/STAC3/STRA6/TBX1/TBX18/TBX2/TBX5/TCF21/TENM4/TFAP2B/TGFB2/TGFBR3/TIPARP/TLL2/TNNC1/TNNI1/TNNI3/TOMM70/TP73/TWIST1/UQCC2/VAMP5/WNT10B/WNT2/WNT3A/ZFPM2	171
BP	GO:0060485	mesenchyme development	138/4549	347/18860	0.397694524495677	1.64882803517003	6.87762118769407	5.29623595061446e-11	1.07667619025717e-08	7.4468137729117e-09	ACTG2/ACVRL1/AKNA/ALDH1A2/ALX1/AMER1/AMH/APLNR/AXIN2/BASP1/BMP2/BMP5/BMP7/BMPR2/CDH2/CITED2/COL1A1/DAB2/DACT3/DCHS1/DKK1/DLG5/DLL3/DSG2/EDN1/EDNRA/EDNRB/EMP2/ENG/EPB41L5/EZH2/FAM83D/FERMT2/FGF19/FOLR1/FOXA2/FOXD1/FOXF1/FRZB/GATA5/GDNF/GLIPR2/GREM1/GSC/HDAC2/HES1/HEY1/HEYL/HGF/HMGA2/HOXA5/HPN/IL17RD/IL1B/IL6/ISL1/JAG1/KBTBD8/KDM1A/LEF1/LOXL2/MAD2L2/MARK1/MDK/MEF2C/MESP1/MSX2/NKX2-1/NKX2-5/NOMO1/NOTCH4/NRP1/NRTN/OSR1/PDCD6/PITX2/PRICKLE1/QKI/RADIL/RANBP3L/RDH10/RFLNB/RGCC/RNF7/ROBO2/RPS7/S100A4/SCRIB/SCX/SDCBP/SEMA3B/SEMA3E/SEMA3F/SEMA3G/SEMA4B/SEMA4C/SEMA5A/SEMA5B/SEMA6B/SERPINB3/SFRP2/SIX1/SIX2/SIX4/SLC39A6/SMAD7/SMO/SNAI1/SNAI2/SOX4/SOX9/SP6/SPRED3/SPRY1/TAPT1/TBX1/TBX2/TBX5/TCF15/TCF21/TCOF1/TGFB2/TGFBR2/TGFBR3/TMEM100/TNXB/TRIM28/TWIST1/WNT10A/WNT16/WNT2/WNT3A/WNT5A/ZEB2/ZFP64/ZFPM2/ZNF703/ZNF750	138
